SalesOrderLine,SalesOrder,DateKey,CustomerKey,ProductKey,TerritoryKey,Channel,OrderQuantity,UnitPrice,SalesAmount,ProductCost,Profit,DiscountPct
SO51380 - 3,SO51380,20190612,11295,537,Southwest|United States|North America,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO51380 - 4,SO51380,20190612,11295,483,Southwest|United States|North America,Internet,1,120.00,120.00,44.88,75.12,0.0000
SO51381 - 1,SO51381,20190612,11129,363,Northwest|United States|North America,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51382 - 1,SO51382,20190612,11152,361,Northwest|United States|North America,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51383 - 1,SO51383,20190612,25722,586,France|France|Europe,Internet,1,742.35,742.35,461.44,280.91,0.0000
SO51383 - 2,SO51383,20190612,25722,217,France|France|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51384 - 1,SO51384,20190612,11103,359,Australia|Australia|Pacific,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51384 - 2,SO51384,20190612,11103,477,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51384 - 3,SO51384,20190612,11103,478,Australia|Australia|Pacific,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO51384 - 4,SO51384,20190612,11103,491,Australia|Australia|Pacific,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO51384 - 5,SO51384,20190612,11103,465,Australia|Australia|Pacific,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO51385 - 1,SO51385,20190612,11070,361,Australia|Australia|Pacific,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51385 - 2,SO51385,20190612,11070,528,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51385 - 3,SO51385,20190612,11070,537,Australia|Australia|Pacific,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO51385 - 4,SO51385,20190612,11070,480,Australia|Australia|Pacific,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO51385 - 5,SO51385,20190612,11070,484,Australia|Australia|Pacific,Internet,1,7.95,7.95,2.97,4.98,0.0000
SO51386 - 1,SO51386,20190612,11072,355,Australia|Australia|Pacific,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51386 - 2,SO51386,20190612,11072,485,Australia|Australia|Pacific,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51386 - 3,SO51386,20190612,11072,490,Australia|Australia|Pacific,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO51387 - 1,SO51387,20190612,11942,591,Australia|Australia|Pacific,Internet,1,564.99,564.99,308.22,256.77,0.0000
SO51387 - 2,SO51387,20190612,11942,478,Australia|Australia|Pacific,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO51387 - 3,SO51387,20190612,11942,477,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51387 - 4,SO51387,20190612,11942,222,Australia|Australia|Pacific,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51388 - 1,SO51388,20190612,11455,355,Australia|Australia|Pacific,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51389 - 1,SO51389,20190612,19428,384,Germany|Germany|Europe,Internet,1,1120.49,1120.49,713.08,407.41,0.0000
SO51389 - 2,SO51389,20190612,19428,225,Germany|Germany|Europe,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO51389 - 3,SO51389,20190612,19428,234,Germany|Germany|Europe,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO51390 - 1,SO51390,20190612,25611,584,United Kingdom|United Kingdom|Europe,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51390 - 2,SO51390,20190612,25611,467,United Kingdom|United Kingdom|Europe,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO51391 - 1,SO51391,20190613,19437,374,United Kingdom|United Kingdom|Europe,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51391 - 2,SO51391,20190613,19437,540,United Kingdom|United Kingdom|Europe,Internet,1,32.60,32.60,12.19,20.41,0.0000
SO51391 - 3,SO51391,20190613,19437,529,United Kingdom|United Kingdom|Europe,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO51392 - 1,SO51392,20190613,16388,372,France|France|Europe,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51392 - 2,SO51392,20190613,16388,477,France|France|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51392 - 3,SO51392,20190613,16388,479,France|France|Europe,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO51392 - 4,SO51392,20190613,16388,222,France|France|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51393 - 1,SO51393,20190613,16394,376,France|France|Europe,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51393 - 2,SO51393,20190613,16394,214,France|France|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51394 - 1,SO51394,20190613,19416,380,United Kingdom|United Kingdom|Europe,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51394 - 2,SO51394,20190613,19416,540,United Kingdom|United Kingdom|Europe,Internet,1,32.60,32.60,12.19,20.41,0.0000
SO51395 - 1,SO51395,20190613,20181,374,Southwest|United States|North America,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51396 - 1,SO51396,20190613,13849,588,Northwest|United States|North America,Internet,1,769.49,769.49,419.78,349.71,0.0000
SO51396 - 2,SO51396,20190613,13849,475,Northwest|United States|North America,Internet,1,69.99,69.99,26.18,43.81,0.0000
SO51396 - 3,SO51396,20190613,13849,473,Northwest|United States|North America,Internet,1,63.50,63.50,23.75,39.75,0.0000
SO51397 - 1,SO51397,20190613,11835,359,Canada|Canada|North America,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51397 - 2,SO51397,20190613,11835,485,Canada|Canada|North America,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51397 - 3,SO51397,20190613,11835,480,Canada|Canada|North America,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO51398 - 1,SO51398,20190613,11154,355,Northwest|United States|North America,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51399 - 1,SO51399,20190613,11191,353,Southwest|United States|North America,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51399 - 2,SO51399,20190613,11191,537,Southwest|United States|North America,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO51399 - 3,SO51399,20190613,11191,528,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51400 - 1,SO51400,20190613,28672,565,Southwest|United States|North America,Internet,1,742.35,742.35,461.44,280.91,0.0000
SO51400 - 2,SO51400,20190613,28672,214,Southwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51401 - 1,SO51401,20190613,28667,566,Northwest|United States|North America,Internet,1,742.35,742.35,461.44,280.91,0.0000
SO51401 - 2,SO51401,20190613,28667,228,Northwest|United States|North America,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO51402 - 1,SO51402,20190613,22109,573,Canada|Canada|North America,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO51402 - 2,SO51402,20190613,22109,225,Canada|Canada|North America,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO51403 - 1,SO51403,20190613,21465,605,Southwest|United States|North America,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51403 - 2,SO51403,20190613,21465,214,Southwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51404 - 1,SO51404,20190613,21469,584,Southwest|United States|North America,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51404 - 2,SO51404,20190613,21469,477,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51404 - 3,SO51404,20190613,21469,479,Southwest|United States|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO51404 - 4,SO51404,20190613,21469,214,Southwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51405 - 1,SO51405,20190613,21438,584,Southwest|United States|North America,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51405 - 2,SO51405,20190613,21438,538,Southwest|United States|North America,Internet,1,21.49,21.49,8.04,13.45,0.0000
SO51406 - 1,SO51406,20190613,22613,390,United Kingdom|United Kingdom|Europe,Internet,1,1120.49,1120.49,713.08,407.41,0.0000
SO51406 - 2,SO51406,20190613,22613,489,United Kingdom|United Kingdom|Europe,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO51406 - 3,SO51406,20190613,22613,225,United Kingdom|United Kingdom|Europe,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO51407 - 1,SO51407,20190614,18214,376,Australia|Australia|Pacific,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51407 - 2,SO51407,20190614,18214,529,Australia|Australia|Pacific,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO51407 - 3,SO51407,20190614,18214,540,Australia|Australia|Pacific,Internet,1,32.60,32.60,12.19,20.41,0.0000
SO51407 - 4,SO51407,20190614,18214,214,Australia|Australia|Pacific,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51408 - 1,SO51408,20190614,11247,363,United Kingdom|United Kingdom|Europe,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51408 - 2,SO51408,20190614,11247,537,United Kingdom|United Kingdom|Europe,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO51408 - 3,SO51408,20190614,11247,480,United Kingdom|United Kingdom|Europe,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO51408 - 4,SO51408,20190614,11247,484,United Kingdom|United Kingdom|Europe,Internet,1,7.95,7.95,2.97,4.98,0.0000
SO51409 - 1,SO51409,20190614,11417,353,France|France|Europe,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51409 - 2,SO51409,20190614,11417,485,France|France|Europe,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51409 - 3,SO51409,20190614,11417,483,France|France|Europe,Internet,1,120.00,120.00,44.88,75.12,0.0000
SO51410 - 1,SO51410,20190614,14945,600,Germany|Germany|Europe,Internet,1,539.99,539.99,294.58,245.41,0.0000
SO51410 - 2,SO51410,20190614,14945,485,Germany|Germany|Europe,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51410 - 3,SO51410,20190614,14945,483,Germany|Germany|Europe,Internet,1,120.00,120.00,44.88,75.12,0.0000
SO51411 - 1,SO51411,20190614,11239,363,United Kingdom|United Kingdom|Europe,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51411 - 2,SO51411,20190614,11239,478,United Kingdom|United Kingdom|Europe,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO51411 - 3,SO51411,20190614,11239,477,United Kingdom|United Kingdom|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51411 - 4,SO51411,20190614,11239,222,United Kingdom|United Kingdom|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51411 - 5,SO51411,20190614,11239,225,United Kingdom|United Kingdom|Europe,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO51412 - 1,SO51412,20190614,22312,372,France|France|Europe,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51412 - 2,SO51412,20190614,22312,540,France|France|Europe,Internet,1,32.60,32.60,12.19,20.41,0.0000
SO51412 - 3,SO51412,20190614,22312,480,France|France|Europe,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO51413 - 1,SO51413,20190614,15549,592,Canada|Canada|North America,Internet,1,564.99,564.99,308.22,256.77,0.0000
SO51413 - 2,SO51413,20190614,15549,478,Canada|Canada|North America,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO51414 - 1,SO51414,20190614,16231,380,Northwest|United States|North America,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51414 - 2,SO51414,20190614,16231,540,Northwest|United States|North America,Internet,1,32.60,32.60,12.19,20.41,0.0000
SO51414 - 3,SO51414,20190614,16231,234,Northwest|United States|North America,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO51415 - 1,SO51415,20190614,21349,589,Canada|Canada|North America,Internet,1,769.49,769.49,419.78,349.71,0.0000
SO51415 - 2,SO51415,20190614,21349,476,Canada|Canada|North America,Internet,1,69.99,69.99,26.18,43.81,0.0000
SO51415 - 3,SO51415,20190614,21349,491,Canada|Canada|North America,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO51415 - 4,SO51415,20190614,21349,463,Canada|Canada|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO51416 - 1,SO51416,20190614,11550,585,United Kingdom|United Kingdom|Europe,Internet,1,742.35,742.35,461.44,280.91,0.0000
SO51416 - 2,SO51416,20190614,11550,217,United Kingdom|United Kingdom|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51417 - 1,SO51417,20190614,11281,355,Southwest|United States|North America,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51417 - 2,SO51417,20190614,11281,477,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51417 - 3,SO51417,20190614,11281,478,Southwest|United States|North America,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO51417 - 4,SO51417,20190614,11281,484,Southwest|United States|North America,Internet,1,7.95,7.95,2.97,4.98,0.0000
SO51418 - 1,SO51418,20190614,26658,584,Australia|Australia|Pacific,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51418 - 2,SO51418,20190614,26658,477,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51418 - 3,SO51418,20190614,26658,479,Australia|Australia|Pacific,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO51418 - 4,SO51418,20190614,26658,488,Australia|Australia|Pacific,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO51419 - 1,SO51419,20190614,18903,604,Australia|Australia|Pacific,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51419 - 2,SO51419,20190614,18903,538,Australia|Australia|Pacific,Internet,1,21.49,21.49,8.04,13.45,0.0000
SO51419 - 3,SO51419,20190614,18903,529,Australia|Australia|Pacific,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO51420 - 1,SO51420,20190614,11109,363,Australia|Australia|Pacific,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51420 - 2,SO51420,20190614,11109,528,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51420 - 3,SO51420,20190614,11109,537,Australia|Australia|Pacific,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO51420 - 4,SO51420,20190614,11109,485,Australia|Australia|Pacific,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51420 - 5,SO51420,20190614,11109,483,Australia|Australia|Pacific,Internet,1,120.00,120.00,44.88,75.12,0.0000
SO51421 - 1,SO51421,20190614,11010,361,Australia|Australia|Pacific,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51422 - 1,SO51422,20190614,17513,598,Australia|Australia|Pacific,Internet,1,539.99,539.99,294.58,245.41,0.0000
SO51422 - 2,SO51422,20190614,17513,485,Australia|Australia|Pacific,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51422 - 3,SO51422,20190614,17513,483,Australia|Australia|Pacific,Internet,1,120.00,120.00,44.88,75.12,0.0000
SO51423 - 1,SO51423,20190614,29042,561,Canada|Canada|North America,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO51423 - 2,SO51423,20190614,29042,541,Canada|Canada|North America,Internet,1,28.99,28.99,10.84,18.15,0.0000
SO51423 - 3,SO51423,20190614,29042,530,Canada|Canada|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51423 - 4,SO51423,20190614,29042,480,Canada|Canada|North America,Internet,1,2.29,2.29,0.86,1.43,0.0000
SO51424 - 1,SO51424,20190614,21331,606,Canada|Canada|North America,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51424 - 2,SO51424,20190614,21331,222,Canada|Canada|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51424 - 3,SO51424,20190614,21331,465,Canada|Canada|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO51425 - 1,SO51425,20190614,19171,384,Southwest|United States|North America,Internet,1,1120.49,1120.49,713.08,407.41,0.0000
SO51425 - 2,SO51425,20190614,19171,489,Southwest|United States|North America,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO51426 - 1,SO51426,20190615,18217,378,Australia|Australia|Pacific,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51426 - 2,SO51426,20190615,18217,214,Australia|Australia|Pacific,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51427 - 1,SO51427,20190615,11243,361,United Kingdom|United Kingdom|Europe,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51427 - 2,SO51427,20190615,11243,537,United Kingdom|United Kingdom|Europe,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO51427 - 3,SO51427,20190615,11243,214,United Kingdom|United Kingdom|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51428 - 1,SO51428,20190615,12308,378,France|France|Europe,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51428 - 2,SO51428,20190615,12308,540,France|France|Europe,Internet,1,32.60,32.60,12.19,20.41,0.0000
SO51428 - 3,SO51428,20190615,12308,467,France|France|Europe,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO51429 - 1,SO51429,20190615,11316,361,Canada|Canada|North America,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51429 - 2,SO51429,20190615,11316,487,Canada|Canada|North America,Internet,1,54.99,54.99,20.57,34.42,0.0000
SO51430 - 1,SO51430,20190615,11275,357,Southwest|United States|North America,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51430 - 2,SO51430,20190615,11275,485,Southwest|United States|North America,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51430 - 3,SO51430,20190615,11275,222,Southwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51431 - 1,SO51431,20190615,11063,363,Northwest|United States|North America,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51431 - 2,SO51431,20190615,11063,477,Northwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51431 - 3,SO51431,20190615,11063,478,Northwest|United States|North America,Internet,1,9.99,9.99,3.74,6.25,0.0000
SO51431 - 4,SO51431,20190615,11063,490,Northwest|United States|North America,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO51431 - 5,SO51431,20190615,11063,225,Northwest|United States|North America,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO51432 - 1,SO51432,20190615,11092,353,Australia|Australia|Pacific,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51432 - 2,SO51432,20190615,11092,485,Australia|Australia|Pacific,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51433 - 1,SO51433,20190615,26307,566,Southwest|United States|North America,Internet,1,742.35,742.35,461.44,280.91,0.0000
SO51433 - 2,SO51433,20190615,26307,222,Southwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51434 - 1,SO51434,20190615,23688,578,Southwest|United States|North America,Internet,1,1214.85,1214.85,755.15,459.70,0.0000
SO51435 - 1,SO51435,20190615,24413,576,Southwest|United States|North America,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO51435 - 2,SO51435,20190615,24413,477,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51435 - 3,SO51435,20190615,24413,479,Southwest|United States|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO51435 - 4,SO51435,20190615,24413,225,Southwest|United States|North America,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO51436 - 1,SO51436,20190615,16218,605,Northwest|United States|North America,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51436 - 2,SO51436,20190615,16218,214,Northwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51437 - 1,SO51437,20190615,21488,604,Southwest|United States|North America,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51437 - 2,SO51437,20190615,21488,479,Southwest|United States|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO51437 - 3,SO51437,20190615,21488,477,Southwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51437 - 4,SO51437,20190615,21488,214,Southwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51437 - 5,SO51437,20190615,21488,237,Southwest|United States|North America,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO51438 - 1,SO51438,20190615,19212,382,Northwest|United States|North America,Internet,1,1120.49,1120.49,713.08,407.41,0.0000
SO51438 - 2,SO51438,20190615,19212,491,Northwest|United States|North America,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO51439 - 1,SO51439,20190615,21017,605,France|France|Europe,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51439 - 2,SO51439,20190615,21017,477,France|France|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51439 - 3,SO51439,20190615,21017,463,France|France|Europe,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO51439 - 4,SO51439,20190615,21017,479,France|France|Europe,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO51440 - 1,SO51440,20190616,18244,374,Australia|Australia|Pacific,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51441 - 1,SO51441,20190616,12124,378,France|France|Europe,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51441 - 2,SO51441,20190616,12124,484,France|France|Europe,Internet,1,7.95,7.95,2.97,4.98,0.0000
SO51442 - 1,SO51442,20190616,20834,582,United Kingdom|United Kingdom|Europe,Internet,1,1700.99,1700.99,1082.51,618.48,0.0000
SO51442 - 2,SO51442,20190616,20834,529,United Kingdom|United Kingdom|Europe,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO51442 - 3,SO51442,20190616,20834,539,United Kingdom|United Kingdom|Europe,Internet,1,24.99,24.99,9.35,15.64,0.0000
SO51442 - 4,SO51442,20190616,20834,488,United Kingdom|United Kingdom|Europe,Internet,1,53.99,53.99,41.57,12.42,0.0000
SO51443 - 1,SO51443,20190616,11739,353,Canada|Canada|North America,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51443 - 2,SO51443,20190616,11739,537,Canada|Canada|North America,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO51443 - 3,SO51443,20190616,11739,528,Canada|Canada|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51444 - 1,SO51444,20190616,11272,353,Southwest|United States|North America,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51444 - 2,SO51444,20190616,11272,485,Southwest|United States|North America,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51444 - 3,SO51444,20190616,11272,487,Southwest|United States|North America,Internet,1,54.99,54.99,20.57,34.42,0.0000
SO51445 - 1,SO51445,20190616,11088,357,Southwest|United States|North America,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51445 - 2,SO51445,20190616,11088,485,Southwest|United States|North America,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51445 - 3,SO51445,20190616,11088,463,Southwest|United States|North America,Internet,1,24.49,24.49,9.16,15.33,0.0000
SO51446 - 1,SO51446,20190616,24606,384,Australia|Australia|Pacific,Internet,1,1120.49,1120.49,713.08,407.41,0.0000
SO51446 - 2,SO51446,20190616,24606,217,Australia|Australia|Pacific,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51447 - 1,SO51447,20190616,11107,353,Australia|Australia|Pacific,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51447 - 2,SO51447,20190616,11107,485,Australia|Australia|Pacific,Internet,1,21.98,21.98,8.22,13.76,0.0000
SO51447 - 3,SO51447,20190616,11107,217,Australia|Australia|Pacific,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51448 - 1,SO51448,20190616,11080,357,Australia|Australia|Pacific,Internet,1,2319.99,2319.99,1265.62,1054.37,0.0000
SO51448 - 2,SO51448,20190616,11080,537,Australia|Australia|Pacific,Internet,1,35.00,35.00,13.09,21.91,0.0000
SO51448 - 3,SO51448,20190616,11080,528,Australia|Australia|Pacific,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51449 - 1,SO51449,20190616,25088,560,Southwest|United States|North America,Internet,1,1214.85,1214.85,755.15,459.70,0.0000
SO51449 - 2,SO51449,20190616,25088,214,Southwest|United States|North America,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51450 - 1,SO51450,20190616,11452,363,Australia|Australia|Pacific,Internet,1,2294.99,2294.99,1251.98,1043.01,0.0000
SO51450 - 2,SO51450,20190616,11452,483,Australia|Australia|Pacific,Internet,1,120.00,120.00,44.88,75.12,0.0000
SO51451 - 1,SO51451,20190616,19159,386,Southwest|United States|North America,Internet,1,1120.49,1120.49,713.08,407.41,0.0000
SO51452 - 1,SO51452,20190616,22254,606,Northwest|United States|North America,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51452 - 2,SO51452,20190616,22254,479,Northwest|United States|North America,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO51452 - 3,SO51452,20190616,22254,477,Northwest|United States|North America,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51453 - 1,SO51453,20190616,25605,605,United Kingdom|United Kingdom|Europe,Internet,1,539.99,539.99,343.65,196.34,0.0000
SO51453 - 2,SO51453,20190616,25605,529,United Kingdom|United Kingdom|Europe,Internet,1,3.99,3.99,1.49,2.50,0.0000
SO51453 - 3,SO51453,20190616,25605,538,United Kingdom|United Kingdom|Europe,Internet,1,21.49,21.49,8.04,13.45,0.0000
SO51453 - 4,SO51453,20190616,25605,222,United Kingdom|United Kingdom|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51454 - 1,SO51454,20190616,14198,574,Germany|Germany|Europe,Internet,1,2384.07,2384.07,1481.94,902.13,0.0000
SO51454 - 2,SO51454,20190616,14198,479,Germany|Germany|Europe,Internet,1,8.99,8.99,3.36,5.63,0.0000
SO51454 - 3,SO51454,20190616,14198,477,Germany|Germany|Europe,Internet,1,4.99,4.99,1.87,3.12,0.0000
SO51454 - 4,SO51454,20190616,14198,214,Germany|Germany|Europe,Internet,1,34.99,34.99,13.09,21.90,0.0000
SO51455 - 1,SO51455,20190616,26831,579,Germany|Germany|Europe,Internet,1,1214.85,1214.85,755.15,459.70,0.0000
SO51455 - 2,SO51455,20190616,26831,237,Germany|Germany|Europe,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO51456 - 1,SO51456,20190617,23607,378,United Kingdom|United Kingdom|Europe,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51456 - 2,SO51456,20190617,23607,484,United Kingdom|United Kingdom|Europe,Internet,1,7.95,7.95,2.97,4.98,0.0000
SO51457 - 1,SO51457,20190617,22828,380,United Kingdom|United Kingdom|Europe,Internet,1,2443.35,2443.35,1554.95,888.40,0.0000
SO51457 - 2,SO51457,20190617,22828,484,United Kingdom|United Kingdom|Europe,Internet,1,7.95,7.95,2.97,4.98,0.0000
SO51458 - 1,SO51458,20190617,16803,582,Northwest|United States|North America,Internet,1,1700.99,1700.99,1082.51,618.48,0.0000
SO51458 - 2,SO51458,20190617,16803,228,Northwest|United States|North America,Internet,1,49.99,49.99,38.49,11.50,0.0000
SO51458 - 3,SO51458,20190617,16803,225,Northwest|United States|North America,Internet,1,8.99,8.99,6.92,2.07,0.0000
SO51459 - 1,SO51459,20190617,16807,580,Southwest|United States|North America,Internet,1,1700.99,1700.99,1082.51,618.48,0.0000
